,,Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
2267,16,11.7,6,0.37,24.92,4.12,23.9,110.5
2268,17,8.9,6.5,0.33,25.38,4.11,18.9,110.5
2269,18,11.1,0,0.32,25.44,4.29,25.6,110.5
2270,19,11.1,3.8,0.42,25.18,3.76,23.3,110.5
2271,20,11.1,0,0.51,23.49,4.12,23.9,110.2
2272,21,7.8,5.5,0.83,3.79,3.43,18.9,107.7
2273,22,7.8,0.2,0.56,24.25,3.23,24.4,107.4
2274,23,6.7,0,0.57,23.33,4.12,20,104.9
2275,24,5.6,0,0.61,19.64,2.1,22.2,104.9
2276,25,5.6,0,0.63,22.47,3.12,25.6,104.6
2277,26,10,0,0.54,23.76,3.51,27.8,102
2278,27,11.7,0,0.79,5.61,3.31,29.4,102
2279,28,11.7,0,0.59,18.98,3.42,30.6,102.3
2280,29,10,21.5,0.49,23.71,3.4,20,105.4
2281,30,8.9,0,0.58,22.56,3.61,21.1,113.4
2282,31,8.9,0,0.57,26.89,3.27,25.6,113.4
2283,1,10,11.5,0.65,25.22,2.8,21.1,113.6
2284,2,11.7,3.5,0.6,21.17,3.12,15.6,118.5
2285,3,11.1,1,0.62,25.32,4.08,21.7,113.1
2286,4,10,13.5,0.47,27.61,3.79,13.3,108
2287,5,8.9,2,0.54,26.09,4.29,18.9,113.1
2288,6,6.7,0.5,0.5,27.5,4.37,18.3,110.2
2289,7,7.8,0,0.51,27.12,4.72,24.4,107.7
2290,8,10.6,0,0.66,20.95,3.3,27.8,108
2291,9,11.1,0,0.59,10.99,4.11,27.2,110.5
2292,10,10.6,1.5,0.41,22.98,4.03,22.8,110.5
2293,11,13.3,0,0.34,28.02,3.52,25.6,111.1
2294,12,13.3,0,0.36,27.9,3.36,30,119.3
2295,13,12.2,0.2,0.43,28.25,3.15,28.9,124.7
2296,14,14.4,0,0.37,28.02,3.79,31.1,125
2297,15,15.6,0,0.34,28.19,3.56,30,130.6
2298,16,7.8,51,0.31,28.84,3.71,23.3,134.3
2299,17,10,1.6,0.35,25.61,4.21,21.1,151
2300,18,10,0,0.29,28.95,3.8,26.7,141.1
2301,19,11.7,0,0.34,26.84,2.96,28.9,132.9
2302,20,10.6,0,0.36,28.54,2.75,27.2,130.4
2303,21,12.2,0,0.35,29.09,2.97,31.1,130.6
2304,22,12.8,0,0.46,23.96,3.91,27.2,136.3
2305,23,13.3,0,0.42,26.13,3.69,31.1,139.1
2306,24,13.9,0,0.45,27.52,2.78,32.2,145.4
2307,25,14.4,0,0.49,14.78,2.3,33.3,172.9
2308,26,16.7,0,0.58,24.55,2.39,32.2,187.6
2309,27,16.1,0,0.64,20.74,2.83,33.3,204
2310,28,14.4,10.2,0.6,16.01,2.79,33.3,204.6
2311,29,15.6,0,0.56,23.19,2.53,26.7,175.1
2312,30,15.6,0,0.65,28.67,2.14,30,153.6
2313,1,13.3,0.5,0.43,25.26,3.79,26.7,164.9
2314,2,16.7,0.5,0.29,31.4,3.72,31.1,176.8
2315,3,14.4,9.5,0.25,31.43,3.96,25.6,198.9
2316,4,13.3,0,0.3,28.34,3.7,28.3,205.2
2317,5,16.7,0,0.25,30.72,3.64,29.4,221.6
2318,6,14.4,0,0.22,31.5,4.08,26.7,226.7
2319,7,16.7,0,0.24,29.36,3.77,32.2,227.8
2320,8,13.3,35,0.2,31.76,4.21,30,247.1
2321,9,13.3,0,0.2,31.51,3.83,31.1,304.6
2322,10,13.9,0,0.22,30.41,4.23,29.4,234.1
2323,11,13.3,0,0.34,17.01,4.14,30,197.2
2324,12,14.4,0.2,0.22,31.98,4.46,32.2,175.1
2325,13,15.6,0,0.17,32.13,4.11,30,163.8
2326,14,16.7,0,0.22,31.77,3.8,29.4,152.7
2327,15,13.3,0,0.2,31.88,3.99,27.8,147.1
2328,16,14.4,0,0.27,30.99,4.01,32.2,141.7
2329,17,15.6,0,0.33,26.81,3.04,33.3,142.3
2330,18,15.6,0,0.34,29.32,3.52,32.2,150.2
2331,19,14.4,0,0.35,25.21,3.29,33.3,149.9
2332,20,15.6,0,0.32,30.92,3.64,34.4,147.9
2333,21,16.7,0,0.32,31.23,3.9,35,161
2334,22,16.7,0,0.29,30.94,3.31,34.4,193.3
2335,23,17.8,0.4,0.3,30.89,2.88,35.6,205.2
2336,24,15.6,0,0.29,30.43,3.4,33.9,221.6
2337,25,15.6,0,0.3,30.28,3.43,31.1,226.7
2338,26,16.1,3.2,0.38,28.98,2.59,31.1,228.4
2339,27,17.2,0,0.52,24.52,2.88,32.2,255.6
2340,28,16.7,6,0.43,27.14,2.85,35,261.3
2341,29,17.8,0,0.35,30.77,3.27,34.4,274.2
2342,30,20,0,0.56,26.43,2.62,33.9,325.2
2343,31,15.6,6,0.42,30.33,3.71,28.9,279.8
2344,1,14.4,0,0.39,31.02,3.81,21.1,240.3
2345,2,15,10,0.33,31.67,3.22,30.6,223.3
2346,3,16.7,2.5,0.33,29.63,4.12,25.6,267.1
2347,4,16.1,0,0.26,32.24,3.92,25,280.6
2348,5,16.7,3.2,0.27,31.4,3.98,32.2,282
2349,6,16.1,9,0.27,31.81,3.85,31.7,308.2
2350,7,14.4,1.6,0.32,31.82,3.42,30,383.3
2351,8,15.6,0,0.29,31.73,4.36,28.9,377.6
2352,9,17.2,0,0.3,30.52,3.61,33.9,346.4
2353,10,16.7,1.8,0.25,31.4,4.77,27.8,379
2354,11,17.8,0,0.26,31.79,3.57,33.9,366.3
2355,12,18.9,0,0.34,29.46,3.84,34.4,384
2356,13,17.8,2,0.32,31.46,3.73,29.4,440.7
2357,14,17.8,0,0.41,31.45,3.15,33.3,384.7
2358,15,18.9,0,0.33,31.49,3.77,34.4,387.5
2359,16,20,0,0.3,31.49,3.15,35.6,458.4
2360,17,20,8.2,0.34,30.71,2.51,36.7,488.8
2361,18,21.1,0,0.42,31.31,3.01,32.2,486.7
2362,19,20,18.4,0.36,31.51,3.22,33.3,509.4
2363,20,18.9,3.5,0.44,31.21,2.95,32.2,502.3
2364,21,18.9,7.5,0.37,31.44,3.11,30,563.2
2365,22,21.1,0,0.24,31.73,3.53,33.3,546.9
2366,23,20,0,0.31,31.68,3.47,35,685.8
2367,24,21.1,0,0.32,31.69,3.62,35.6,712.7
2368,25,22.2,0,0.3,31.61,3.91,36.7,719.5
2369,26,23.3,0,0.28,31.68,3.81,36.1,647.5
2370,27,21.1,0.4,0.25,31.8,4,31.1,689.3
2371,28,21.7,0,0.29,31.46,3.63,33.3,647.5
2372,29,20,12.5,0.27,31.38,3.64,32.2,588
2373,30,21.1,8,0.4,30.91,3.09,32.8,571.7
2374,1,21.7,0,0.46,29.91,3.5,35,519.3
2375,2,21.1,0,0.41,29.35,4.22,35.6,462.6
2376,3,23.3,0,0.38,30.02,3.89,36.1,442.8
2377,4,23.3,0,0.42,31,2.81,36.7,503
2378,5,25,0,0.48,29.37,3.36,37.2,590.9
2379,6,25.6,0,0.6,29.05,2.73,36.7,644
2380,7,21.1,3.2,0.7,26.03,2.4,36.1,699.1
2381,8,23.3,1.5,0.72,25.77,2.37,35.6,749.3
2382,9,24.4,1.5,0.71,19.7,3.44,35.6,759.5
2383,10,23.3,1.2,0.53,30.42,3.65,32.2,801
2384,11,22.2,1.5,0.64,28.38,3.07,35.6,798.9
2385,12,21.1,23,0.74,23.25,2.56,33.3,702.5
2386,13,24.4,0,0.7,27.44,3.01,34.4,626.3
2387,14,26.7,0,0.78,20.25,2.34,35.6,692.3
2388,15,22.2,5.7,0.63,26.85,2.42,32.2,786.7
2389,16,22.2,0,0.72,25.83,2.01,33.3,840.8
2390,17,23.3,0,0.79,16.61,1.79,34.4,869.3
2391,18,25.6,0,0.81,17.67,1.74,37.8,790.8
2392,19,26.7,0,0.9,9.78,1.75,37.2,747.6
2393,20,23.3,0,0.89,12.8,1.86,36.7,726.3
2394,21,22.2,25,0.9,6.1,1.61,38.3,704.2
2395,22,21.1,7,0.77,10,2.21,35.6,746.7
2396,23,21.7,18,0.73,24.34,2.26,31.1,807.1
2397,24,22.2,0,0.77,23.84,2.69,33.9,771.7
2398,25,22.2,2.2,0.89,2.83,2.93,33.3,752.7
2399,26,22.8,9.4,0.87,4.2,1.75,31.1,766.3
2400,27,21.1,0,0.65,22.39,2.51,31.7,808.1
2401,28,22.2,18.8,0.45,29.66,3.56,33.3,823.4
2402,29,21.1,12,0.48,29.06,2.72,28.3,831.6
2403,30,22.8,7,0.6,27.12,2.56,28.9,767.1
2404,31,21.7,12.5,0.84,23.23,1.83,33.9,715.3
2405,1,20,0,0.86,16.01,1.54,27.8,712.7
2406,2,18.9,18.1,0.84,21.05,1.85,23.3,797.9
2407,3,18.9,66.5,0.85,19.34,1.72,22.2,987.3
2408,4,20,2,0.93,7.13,2.23,24.4,1127.9
2409,5,21.1,0,0.85,10.76,1.73,34.4,817.3
2410,6,21.7,2.8,0.76,23.47,2.35,32.2,661
2411,7,20,0,0.69,24.34,1.87,31.1,610
2412,8,22.8,1,0.66,27.84,2.76,35,553.3
2413,9,22.2,1.2,0.73,27.3,2.32,32.2,563.2
2414,10,21.7,0.6,0.75,25.87,2.59,30.6,602.9
2415,11,22.8,2.8,0.7,25.04,3.37,28.3,669.5
2416,12,21.1,27.2,0.55,27.83,3.47,26.7,1129.3
2417,13,20,4.2,0.62,27.77,2.89,25.6,1323.4
2418,14,20,2.8,0.78,25.85,2.35,30,768.8
2419,15,19.4,0,0.72,14.51,2.53,29.4,722.9
2420,16,18.9,0,0.72,26.3,2.43,30.6,679.4
2421,17,19.4,0,0.72,25.89,2.29,33.9,644.7
2422,18,21.7,3,0.73,20.52,2.16,35.6,639.7
2423,19,22.2,0,0.66,15.66,3.99,33.3,645.4
2424,20,22.8,0,0.71,6.62,3.89,32.2,668.8
2425,21,23.3,0,0.67,8.86,2.45,34.4,664.5
2426,22,21.7,5,0.61,26.09,2.92,33.9,667.4
2427,23,20,0,0.6,26.13,2.67,30,669.5
2428,24,21.1,0,0.51,26.61,3.4,32.2,663.8
2429,25,21.1,3,0.48,26.36,3.39,33.3,663.8
2430,26,20,13.2,0.81,20.71,2,31.7,669.5
2431,27,18.9,0.4,0.83,15.91,1.57,25.6,644
2432,28,18.9,24.5,0.79,23.08,1.63,24.4,622.7
2433,29,17.8,5.2,0.8,17.93,1.77,23.3,457.7
2434,30,18.9,3.8,0.74,21.52,2.27,23.3,395.3
2435,31,20,0,0.77,17.17,2.15,32.2,374.1
2436,1,21.1,0,0.85,15.74,1.78,33.3,352.1
2437,2,21.1,0.5,0.77,23.37,2.06,32.2,357.8
2438,3,20,7,0.77,23.15,2.41,33.3,363.4
2439,4,19.4,7.9,0.7,24.73,2.03,30,380.4
2440,5,21.1,0,0.76,22.98,1.99,32.2,378.3
2441,6,22.2,0,0.7,24.19,2.47,32.8,391.8
2442,7,19.4,10,0.65,24.02,2.49,32.2,432.2
2443,8,19.4,0,0.7,23.38,2.09,26.7,469
2444,9,21.1,1.3,0.76,21.21,2.17,30,456.3
2445,10,21.1,0,0.54,22.62,3.46,32.2,437.1
2446,11,19.4,0,0.45,23.91,4.15,31.1,414.5
2447,12,20.6,3.8,0.44,24.02,3.02,32.8,396
2448,13,20,0,0.59,22.14,2.48,32.2,386.1
2449,14,20,0,0.41,23.61,3.64,32.8,375.5
2450,15,19.4,0,0.39,23.49,3.99,32.2,342.9
2451,16,20.6,0.5,0.35,23.04,4.72,33.3,330.1
2452,17,21.1,0,0.35,23.29,4.14,32.2,316
2453,18,21.7,0,0.35,23.4,3.54,32.8,313.1
2454,19,21.7,0,0.41,22.81,3.44,32.2,295.4
2455,20,22.2,0,0.37,22.83,3.1,31.7,290.5
2456,21,17.8,8.5,0.39,22.46,3.14,32.2,299
2457,22,16.7,0,0.46,21.77,2.57,33.3,277
2458,23,17.2,0,0.43,19.69,2.58,31.1,243.1
2459,24,16.1,0,0.52,17.94,2.64,32.2,201.2
2460,25,16.7,0,0.44,20.98,3.76,32.8,186.5
2461,26,17.8,0,0.49,21.28,3.63,33.3,189.9
2462,27,19.4,0,0.47,20.63,2.89,32.8,185.9
2463,28,11.1,0,0.72,2.99,2.56,31.1,181.4
2464,29,14.4,2.3,0.58,16.19,2.37,31.1,159.8
2465,30,15,0,0.43,20.36,3.04,22.2,137.2
2466,1,14.4,0,0.43,18.43,4.1,25.6,116.8
2467,2,13.3,0,0.34,20.93,3.03,29.4,116
2468,3,14.4,0,0.48,16.67,2.69,27.8,116
2469,4,14.4,0,0.46,17.95,3.05,23.3,152.5
2470,5,13.3,0.5,0.42,20.41,3.76,25.6,146.8
2471,6,13.9,0,0.35,20.61,3.55,20,141.1
2472,7,14.4,0,0.29,20.6,4.15,21.7,135.5
2473,8,13.3,2,0.37,20.13,3.53,27.8,130.4
2474,9,12.2,0,0.32,19.92,3.36,24.4,129.8
2475,10,11.7,0,0.32,18.49,3.28,30,124.1
2476,11,11.1,0.5,0.37,19.26,3.22,23.3,118.6
2477,12,11.1,2,0.56,12.74,2.47,27.8,110.1
2478,13,11.7,0,0.52,10.61,3.92,28.3,105.8
2479,14,12.2,0,0.53,9.43,3.55,27.8,105.4
2480,15,11.7,0,0.49,18.33,2.87,28.9,92.7
2481,16,11.7,0,0.46,17.47,3.18,27.8,80.3
2482,17,13.3,0,0.49,17.77,2.53,27.8,76.5
2483,18,14.4,0,0.53,17.26,3.39,25.6,76.5
2484,19,12.2,0,0.5,15.82,3.3,27.8,76.5
2485,20,14.4,1.5,0.45,18.17,2.74,24.4,76.5
2486,21,13.3,0,0.63,11.63,2.67,23.3,76.5
2487,22,11.1,1,0.77,1.68,2.81,25.6,76.1
2488,23,12.2,0,0.42,15.65,3.68,26.7,75.7
2489,24,11.1,4.5,0.33,17.25,4.01,20,73.6
2490,25,12.2,0,0.3,18.02,4.11,24.4,72.9
2491,26,14.4,0,0.26,18.09,4.24,26.7,72.3
2492,27,13.3,0,0.36,17.52,4.02,22.2,72.3
2493,28,12.2,3,0.31,17.29,4.64,24.4,72.3
2494,29,11.1,8,0.28,17.51,4.04,21.1,72.2
2495,30,8.9,0.2,0.33,17.17,3.55,15.6,71.6
2496,31,11.1,0,0.27,16.94,3.72,22.2,71.6
2497,1,10,0,0.4,16.57,2.98,24.4,71.6
2498,2,10,0,0.83,1.71,3.3,25.6,71.5
2499,3,11.1,0,0.62,5.58,2.59,26.7,70.8
2500,4,10,0,0.41,14.81,4.06,27.8,70.8
2501,5,11.7,0,0.27,16.8,4.82,28.9,70.1
2502,6,10,0,0.29,16.8,3.53,28.9,69.3
2503,7,11.7,0,0.28,16.34,3.93,28.3,68.6
2504,8,11.1,0,0.26,16.36,3.94,26.7,67.9
2505,9,10,0,0.3,15.85,3.63,25.6,67.3
2506,10,8.9,33,0.38,9.72,2.38,14.4,67.3
2507,11,5.6,12.5,0.44,15.01,3.04,12.2,67.7
2508,12,6.7,0,0.47,8.75,3.57,23.3,68
2509,13,5.6,0,0.31,15.78,3.83,24.4,67.9
2510,14,6.7,4,0.26,15.57,3.93,23.3,67.3
2511,15,6.1,0,0.32,15.43,2.96,23.9,67.3
2512,16,6.7,0,0.45,7.34,2.71,24.4,67.2
2513,17,7.2,0,0.46,14.41,2.66,25,66.6
2514,18,7.8,0,0.81,1.52,2.55,20,66.6
2515,19,6.1,0,0.79,1.9,2.61,18.9,130.4
2516,20,7.8,0,0.31,14.7,3.75,19.4,130.4
2517,21,7.2,0,0.27,14.06,3.06,20,130.1
2518,22,6.7,0,0.21,14.93,3.81,19.4,127.5
2519,23,7.8,0,0.47,12.73,1.55,18.9,127.5
2520,24,7.8,0,0.46,13.62,3.85,18.9,127.5
2521,25,6.7,0.8,0.39,12.67,2.79,20,127.2
2522,26,8.3,4.7,0.38,6.04,2.81,13.3,124.7
2523,27,6.7,0.2,0.37,12.28,3.41,17.8,124.7
2524,28,6.7,0,0.31,14.21,3.51,20,124.4
2525,29,6.1,0,0.24,14.1,3.34,18.9,121.9
2526,30,5.6,0,0.33,13.33,3.64,18.3,121.6
2527,1,3.3,0,0.77,2.06,2.87,23.3,119
2528,2,5,0,0.86,1.11,1.91,15.6,118.7
2529,3,5.6,0,0.55,12.72,3.42,16.1,116.2
2530,4,5.6,0,0.42,11.57,2.98,15.6,116.2
2531,5,5.6,0,0.4,9.38,3.09,16.7,115.9
2532,6,5.6,0,0.63,9.84,1.93,17.8,113.4
2533,7,6.7,0,0.41,13.79,3.95,22.2,113.4
2534,8,6.1,0,0.46,10.19,2.54,17.2,113.4
2535,9,6.1,18,0.44,11.97,3.84,15.6,113.4
2536,10,5.6,25.5,0.31,14.17,4.32,8.9,113.6
2537,11,6.1,0,0.22,14.33,4.47,18.9,116.2
2538,12,6.7,0,0.25,14.16,3.93,16.7,115.9
2539,13,6.1,0,0.23,14.24,4.09,14.4,113.1
2540,14,4.4,5,0.2,14.26,4.13,14.4,110.2
2541,15,4.4,0,0.26,13.53,3.22,13.3,107.4
2542,16,5.6,0,0.32,14.09,4.04,16.7,104.9
2543,17,4.4,0,0.22,14.3,4.34,15.6,104.9
2544,18,5.6,0,0.19,14.24,4.32,20,104.9
2545,19,10,0,0.23,14.3,4.41,20,104.9
2546,20,5.6,0,0.36,10.41,2.54,21.1,104.9
2547,21,4.4,0,0.5,13.09,2.48,20,104.9
2548,22,6.7,0,0.85,2.85,2.23,21.1,104.6
2549,23,4.4,0,0.75,5.8,4.21,21.1,102
2550,24,3.3,0,0.51,0.09,7.48,21.7,101.7
2551,25,2.8,0,0.5,14.69,4.64,20,99.2
2552,26,3.9,0,0.48,14.56,5.03,19.4,99.2
2553,27,2.8,0,0.42,14.31,4.22,18.3,99.2
2554,28,4.4,0,0.53,5.99,3.43,10,99.2
2555,29,2.8,0,0.45,14.18,3.95,16.7,98.9
2556,30,3.3,30.8,0.49,13.74,2.46,12.2,96.4
2557,31,2.2,0,0.51,7.62,3.12,10.6,96.4
2558,1,1.7,0,0.44,13.88,3.07,16.7,96.4
2559,2,2.2,0,0.33,14.65,4.47,17.8,96.1
2560,3,2.2,0,0.33,13.37,3.09,18.9,93.5
2561,4,3.3,0,0.5,11.03,3,20,93.5
2562,5,5.6,0,0.51,13.56,2.49,17.8,93.5
2563,6,4.4,0,0.33,15.3,3.94,21.1,93.2
2564,7,3.3,0,0.5,8.35,2.37,17.8,90.7
2565,8,5,0,0.61,3.71,4.4,13.3,90.7
2566,9,6.1,0,0.4,15.89,4.74,19.4,90.7
2567,10,4.4,0,0.44,15.48,4.76,21.1,90.7
2568,11,5.6,0,0.42,15.68,4.56,20,90.7
2569,12,4.4,0.5,0.41,15.85,4.49,12.2,90.7
2570,13,5.6,2,0.41,15.77,4.3,18.9,90.7
2571,14,6.1,0,0.49,15.87,4.61,19.4,90.4
2572,15,5,0,0.48,15.98,2.82,16.1,87.8
2573,16,3.3,8,0.46,15.85,4.46,12.2,87.8
2574,17,2.8,0,0.39,16.31,4.67,17.8,87.8
2575,18,3.3,0,0.43,16.21,4.6,18.9,87.8
2576,19,2.2,0,0.39,16.55,4.51,19.4,87.8
2577,20,1.7,0,0.41,15.43,3.74,20,87.6
2578,21,2.2,0,0.5,13.93,2.74,18.9,85
2579,22,2.8,0,0.38,16.38,3.76,18.3,85
2580,23,3.3,0,0.56,7.28,2.66,20,85
2581,24,2.8,0,0.47,16.04,3.12,17.8,85
2582,25,3.3,0,0.48,12.6,2.65,21.1,85
2583,26,1.7,0,0.57,5.62,3.05,16.7,85
2584,27,3.9,0,0.32,17.05,4.22,22.2,85
2585,28,3.9,0,0.29,17.65,4.61,17.8,85
2586,29,5.6,1.7,0.3,17.93,4.33,15.6,85
2587,30,5,0.2,0.38,17.43,3.6,20,85
2588,31,6.7,0,0.36,17.85,3.73,16.7,85
2589,1,7.2,0,0.33,17.9,4.02,17.8,85
2590,2,7.8,0,0.41,17.78,4.17,21.1,84.7
2591,3,4.4,2,0.39,17.83,3.4,14.4,82.2
2592,4,4.4,0,0.43,18.04,3.27,19.4,82.2
2593,5,3.9,0,0.36,17.94,3.33,18.9,82.2
2594,6,3.3,0,0.26,14.28,3.35,22.2,82.2
2595,7,2.2,0,0.75,5.52,3.1,21.1,82.2
2596,8,3.9,0,0.71,15.38,2.89,22.2,82.2
2597,9,3.3,0,0.65,18.48,2.58,22.8,82.2
2598,10,2.8,0,0.7,12.5,2.43,23.3,82.2
2599,11,6.7,0,0.82,2.01,3.91,24.4,82.2
2600,12,7.8,0,0.59,14.16,5.45,25.6,82.2
2601,13,7.8,0,0.34,20.08,4.17,24.4,81.9
2602,14,8.9,0,0.46,19.46,3.3,22.2,79.3
2603,15,7.8,14.6,0.43,18.79,3.38,17.8,79.3
2604,16,6.7,6.5,0.69,11.96,3.21,12.2,79.3
2605,17,7.2,1.5,0.89,3.17,2.23,21.1,79.3
2606,18,8.9,0,0.85,3.04,3.19,18.9,79.3
2607,19,6.7,7.2,0.55,20.13,4.17,19.4,79.6
2608,20,3.3,0,0.42,20.76,3.69,18.3,82.2
2609,21,6.1,0,0.52,14.87,2.94,24.4,82.2
2610,22,6.1,0,0.36,21.25,4.29,19.4,82.2
2611,23,6.7,2,0.42,13.75,3.43,18.9,81.9
2612,24,6.1,6,0.74,4.24,3.18,15,79.3
2613,25,6.1,23.5,0.82,3.56,2.58,12.2,79.6
2614,26,6.1,6.5,0.6,8.9,2.79,10,82.2
2615,27,5.6,0,0.43,20.45,3.52,19.4,82.2
2616,28,6.1,0,0.26,22.73,4.04,23.3,81.9
2617,1,6.7,0,0.36,20.94,3.15,21.1,79.3
2618,2,6.1,0,0.36,22.49,3.58,22.8,79.3
2619,3,6.7,0,0.31,22.64,3.68,21.1,79.3
2620,4,7.8,0,0.67,20.87,2.11,16.7,79.3
2621,5,8.3,11.5,0.79,9.2,2.97,11.1,80.2
2622,6,7.2,22.2,0.68,13.65,3.71,17.8,95.8
2623,7,5.6,12,0.43,23.58,4.5,20,98.9
2624,8,4.4,0.7,0.37,23.47,3.97,22.2,93.5
2625,9,6.1,0,0.35,23.15,4.04,21.1,93.2
2626,10,6.1,0,0.4,20.98,2.75,23.3,92.4
2627,11,7.8,0,0.42,23.67,3.04,23.9,96.4
2628,12,7.2,0,0.49,18.37,2.79,24.4,94.9
2629,13,5.6,11.8,0.48,23.06,3.12,16.7,97.2
2630,14,4.4,44.5,0.53,23.1,3.06,17.8,110
2631,15,5.6,0,0.33,24.53,3.94,23.3,98.9
2632,16,7.2,0,0.32,24.61,2.63,25.6,96.4
2633,17,10,0,0.36,23.92,3.44,25.6,96.1
2634,18,6.7,0,0.37,25.06,4.03,25,93.8
2635,19,8.3,0,0.35,24.78,4.31,23.9,96.4
2636,20,8.9,0,0.34,24.82,3.4,25,96.4
2637,21,11.1,0,0.58,9.23,2.76,26.7,96.6
2638,22,12.2,0,0.42,25.5,3.4,23.3,99.5
2639,23,8.9,0,0.38,24.42,4.36,24.4,102.3
2640,24,7.8,0,0.38,25.05,3.78,24.4,107.1
2641,25,6.7,0,0.43,25.42,3.34,24.4,102
2642,26,7.2,0,0.5,24.56,3.18,25,102.3
2643,27,8.3,0,0.44,16.7,3.79,26.7,104.6
2644,28,10,0,0.39,26.44,3.16,28.9,102.3
2645,29,11.1,0,0.4,23.63,3.76,21.1,104.9
2646,30,9.4,0,0.39,26.32,3.69,21.1,104.6
2647,31,11.1,0,0.33,25.62,4.15,25.6,99.5
2648,1,11.1,0,0.55,15.7,3.6,28.9,102
2649,2,12.2,0,0.55,14.36,3.84,30,102.6
2650,3,13.3,0,0.39,26.75,3.59,30.6,114.2
2651,4,12.2,1.2,0.39,26.47,3.2,28.9,127.2
2652,5,10,3.3,0.31,27.61,3.87,26.7,124.4
2653,6,12.2,0,0.35,26.41,3.88,27.2,121.9
2654,7,12.2,0,0.28,27.91,4.36,30,122.1
2655,8,13.3,0,0.31,27.03,4.23,33.3,128.1
2656,9,10,0.6,0.38,27.08,4.09,24.4,138.9
2657,10,9.4,2.3,0.34,28.4,3.99,21.1,138.3
2658,11,11.1,4.2,0.32,28.4,4.23,28.9,127.2
2659,12,11.7,0,0.32,28.48,3.96,30.6,122.1
2660,13,10,0,0.32,28.56,4.11,26.7,124.4
2661,14,11.7,4,0.36,27.99,3.07,27.8,119.3
2662,15,12.2,0,0.37,28.31,4.21,28.9,122.1
2663,16,12.2,0,0.35,28.08,3.97,30,125
2664,17,13.3,0,0.37,27.88,3.44,31.1,127.5
2665,18,14.4,0,0.7,27.05,2.7,33.3,128.1
2666,19,15.6,0,0.76,4.4,5,33.9,142.5
2667,20,14.4,0,0.52,28.7,4.23,33.3,156.4
2668,21,15,0,0.46,29.38,4.1,32.8,164.9
2669,22,14.4,0,0.43,28.12,3.65,33.9,179
2670,23,14.4,0,0.47,27.34,3.7,32.8,183.2
2671,24,18.9,0,0.49,25.36,4,36.7,193.4
2672,25,17.8,0,0.43,28.84,3.05,35,232.4
2673,26,15.6,0,0.4,28.85,3.77,33.3,282.7
2674,27,12.2,0,0.4,29.57,3.49,22.8,378.3
2675,28,15.6,10,0.3,28.86,3.85,32.2,305.3
2676,29,14.4,0,0.58,10.96,2.98,33.3,252.8
2677,30,16.7,0,0.59,25.12,3.1,35,246
2678,1,15.6,0,0.6,20.04,5.01,32.2,245.4
2679,2,17.2,0,0.56,25.25,4.51,35.6,252.8
2680,3,17.2,0,0.52,27.36,3.74,36.1,272.8
2681,4,15.6,0,0.53,29.16,2.51,35.6,326.6
2682,5,16.1,0,0.53,27.09,3.92,35.6,342.2
2683,6,16.1,0,0.41,30.61,3.4,36.1,374.8
2684,7,14.4,0,0.41,29.96,4.73,28.9,378.3
2685,8,15,34,0.39,30.05,4.17,30,372.7
2686,9,13.3,2,0.33,31.17,4.68,24.4,357.8
2687,10,12.2,4,0.35,30.66,3.72,23.3,289.8
2688,11,12.2,3.5,0.36,30.67,3.7,28.9,239.7
2689,12,13.3,0,0.31,31.22,4.2,28.9,217.1
2690,13,16.7,0,0.29,31.62,4.41,32.2,201.8
2691,14,16.7,0,0.26,30.65,4.56,33.9,223.3
2692,15,17.8,0,0.28,31.13,5.26,35,250.8
2693,16,17.8,0,0.24,32.08,4.63,35.6,304.6
2694,17,21.1,0,0.22,31.72,3.85,36.1,371.9
2695,18,23.3,0,0.22,31.49,4.18,32.2,436.1
2696,19,17.8,2.5,0.17,31.72,3.79,34.4,481.5
2697,20,18.9,0,0.18,31.87,4.65,35.6,551.9
2698,21,20,0,0.21,31.67,3.57,35.6,634.8
2699,22,20,0,0.18,32.13,3.05,37.8,632.5
2700,23,22.2,0,0.17,32.16,3.77,40,665.4
2701,24,22.2,0,0.19,31.84,4.06,40,715.3
2702,25,25.6,0,0.23,31.6,3.91,41.1,741.3
2703,26,23.3,0,0.23,32.24,3.63,40,820.4
2704,27,18.9,0,0.37,28.67,3.33,40,759.5
2705,28,22.2,0,0.34,31.84,3.86,38.9,775.1
2706,29,24.4,0,0.31,32.31,3.46,41.1,799.1
2707,30,22.2,0,0.33,32.04,4.05,36.7,710.2
2708,31,20,0,0.31,32.2,3.74,38.9,602.5
2709,1,16.7,0,0.34,31.72,3.64,39.4,599.1
2710,2,16.1,0,0.33,26.32,3.35,32.8,705.6
2711,3,20,0,0.76,6.74,3.56,38.9,710.2
2712,4,17.2,0,0.8,3.64,3.29,35.6,790.6
2713,5,15.6,0,0.48,30.98,3.69,35,724.9
2714,6,20,0.6,0.39,32.33,3.78,38.9,601.3
2715,7,21.1,0,0.5,31.47,4.31,37.2,569.6
2716,8,21.1,0,0.45,31.63,4.77,38.9,630.8
2717,9,22.2,0,0.54,25.65,3.07,35.6,695.4
2718,10,22.2,0,0.78,3.81,3.64,34.4,655.8
2719,11,15.6,0,0.48,30.56,3.86,25.6,632
2720,12,17.8,40,0.42,31.86,4.27,21.1,834.6
